customer_id,borrower_type,borrower_age_or_company_age,gender_or_company_entity_type,education_or_company_size,income,employment_experience_or_years_in_business,home_ownership_or_business_premises,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,credit_history_length_years,credit_score,previous_loan_defaults_on_file,loan_status
CUST28235,Individual,30,female,Associate,228744,6,RENT,115000,DEBTCONSOLIDATION,11.48,0.07,8,655,Yes,0
CUST28236,Corporate,25,Private Limited Company,Large Corporate,216989,20,Mortgaged Commercial Property,59000,Business Expansion,9.19,0.05,23,672,No,0
CUST28237,Individual,30,male,Bachelor,44381,7,RENT,174250,DEBTCONSOLIDATION,12.61,0.55,7,655,No,1
CUST28238,Individual,29,male,Associate,192550,6,RENT,115000,DEBTCONSOLIDATION,13.04,0.08,5,655,Yes,0
CUST28239,Individual,30,male,Bachelor,21551,7,MORTGAGE,22000,PERSONAL,11.01,0.09,7,655,Yes,0
CUST28240,Individual,33,male,High School,60663,9,RENT,170400,HOMEIMPROVEMENT,6.54,0.34,7,655,No,1
CUST28241,Individual,30,female,Associate,27354,6,OWN,56000,VENTURE,11.89,0.22,8,655,Yes,0
CUST28242,Individual,35,female,High School,55197,11,RENT,116000,VENTURE,10,0.29,10,655,No,1
CUST28243,Individual,32,female,Associate,130699,10,RENT,115000,PERSONAL,10,0.11,9,655,No,0
CUST28244,Individual,27,female,Bachelor,29880,2,RENT,22500,MEDICAL,10.65,0.08,9,655,Yes,0
CUST28245,Individual,29,male,Associate,61209,6,RENT,112000,VENTURE,8.94,0.2,5,655,Yes,0
CUST28246,Corporate,17,Private Limited Company,Medium Enterprise,146543,11,Owned Business Premises,23000,Business Expansion,8.74,0.19,15,704,No,0
CUST28247,Individual,30,male,Associate,150972,5,RENT,23000,EDUCATION,14.65,0.02,10,655,No,0
CUST28248,Individual,31,female,Associate,23006,7,RENT,23200,HOMEIMPROVEMENT,9.63,0.14,8,655,No,1
CUST28249,Corporate,23,PLC,Micro Enterprise,42763,20,Leased Business Premises,116000,Premises Improvement,7.15,0.09,23,705,No,0
CUST28250,Individual,34,male,Bachelor,43243,14,MORTGAGE,59000,PERSONAL,13.47,0.21,10,655,No,0
CUST28251,Individual,27,male,Associate,44340,4,OWN,21050,MEDICAL,14.72,0.02,5,655,Yes,0
CUST28252,Individual,27,male,Associate,73148,1,RENT,111000,HOMEIMPROVEMENT,10.71,0.15,7,655,No,0
CUST28253,Individual,33,male,Bachelor,77788,8,RENT,111000,VENTURE,15.68,0.14,5,655,No,1
CUST28254,Corporate,18,Sole Proprietor Business,Micro Enterprise,46081,16,Leased Business Premises,56000,Staff Training & Capacity Building,10.15,0.28,14,708,No,0
CUST28255,Individual,27,male,Bachelor,42676,4,RENT,24000,VENTURE,14.54,0.09,7,655,No,1
CUST28256,Individual,35,female,Master,37623,15,RENT,24500,MEDICAL,13.22,0.12,10,655,No,0
CUST28257,Individual,27,female,Associate,49211,2,MORTGAGE,58000,HOMEIMPROVEMENT,14.72,0.16,9,655,No,0
CUST28258,Individual,28,male,Bachelor,52872,4,MORTGAGE,113800,MEDICAL,6.91,0.26,6,655,Yes,0
CUST28259,Corporate,22,Partnership,Small Enterprise,54024,20,Leased Business Premises,25000,Staff Training & Capacity Building,6.54,0.1,24,726,No,0
CUST28260,Corporate,24,Private Limited Company,Small Enterprise,80191,23,Mortgaged Commercial Property,58800,Debt Restructuring,10.67,0.26,24,674,No,0
CUST28261,Corporate,20,Sole Proprietor Business,Micro Enterprise,58193,15,Leased Business Premises,58500,Staff Training & Capacity Building,9.88,0.24,13,626,No,0
CUST28262,Individual,32,male,Associate,54831,9,MORTGAGE,24000,DEBTCONSOLIDATION,7.49,0.07,7,655,Yes,0
CUST28263,Individual,30,male,Associate,51396,8,RENT,58450,MEDICAL,8.59,0.16,7,655,No,0
CUST28264,Corporate,18,Share Company,Small Enterprise,55250,12,Mortgaged Commercial Property,25500,Healthcare Business Financing,8.77,0.11,13,677,No,0
CUST28265,Corporate,17,Share Company,Micro Enterprise,15309,16,Leased Business Premises,25600,Working Capital,10.59,0.1,18,607,Yes,1
CUST28266,Individual,27,male,Associate,58524,6,MORTGAGE,56000,PERSONAL,13.49,0.1,7,655,Yes,0
CUST28267,Corporate,23,Private Limited Company,Micro Enterprise,28177,17,Owned Business Premises,56000,Staff Training & Capacity Building,7.26,0.13,16,693,No,0
CUST28268,Individual,31,female,Master,65163,10,MORTGAGE,58250,HOMEIMPROVEMENT,5.99,0.13,9,655,No,0
CUST28269,Individual,28,male,Master,42912,5,RENT,57000,PERSONAL,12.69,0.16,8,655,Yes,0
CUST28270,Corporate,24,Private Limited Company,Medium Enterprise,48988,18,Mortgaged Commercial Property,57000,Working Capital,8.56,0.06,21,635,No,0
CUST28271,Corporate,25,Share Company,Micro Enterprise,72567,18,Owned Business Premises,57200,Premises Improvement,7.72,0.13,20,704,No,0
CUST28272,Individual,27,male,Bachelor,70140,6,MORTGAGE,59975,PERSONAL,11.49,0.14,5,655,Yes,0
CUST28273,Corporate,18,Partnership,Small Enterprise,22347,15,Leased Business Premises,57600,Premises Improvement,10.23,0.06,17,654,Yes,1
CUST28274,Individual,27,male,Bachelor,71863,5,MORTGAGE,116000,HOMEIMPROVEMENT,13.98,0.22,10,655,Yes,0
CUST28275,Corporate,19,Share Company,Micro Enterprise,73210,16,Mortgaged Commercial Property,57000,Staff Training & Capacity Building,8.67,0.06,17,663,No,0
CUST28276,Individual,34,male,Associate,72981,11,MORTGAGE,60000,PERSONAL,11.36,0.14,7,655,No,0
CUST28277,Individual,30,male,Bachelor,79071,6,RENT,58000,MEDICAL,7.51,0.1,5,655,Yes,0
CUST28278,Individual,32,male,Associate,75461,9,MORTGAGE,56000,MEDICAL,14.27,0.08,6,655,Yes,0
CUST28279,Individual,28,female,High School,79084,6,MORTGAGE,172000,PERSONAL,15.65,0.28,5,655,No,0
CUST28280,Corporate,26,Private Limited Company,Small Enterprise,73450,19,Owned Business Premises,56500,Premises Improvement,11.87,0.06,22,644,Yes,1
CUST28281,Individual,27,male,Master,85266,2,MORTGAGE,21300,MEDICAL,5.79,0.02,9,655,Yes,0
CUST28282,Corporate,29,Share Company,Micro Enterprise,78102,22,Owned Business Premises,115000,Working Capital,10.44,0.07,23,641,Yes,1
CUST28283,Corporate,27,Share Company,Medium Enterprise,85604,21,Leased Business Premises,115000,Working Capital,7.8,0.05,24,652,No,0
CUST28284,Individual,32,male,High School,88869,8,MORTGAGE,57200,PERSONAL,10.2,0.08,7,655,Yes,0
CUST28285,Individual,35,male,Bachelor,90781,17,MORTGAGE,170000,PERSONAL,13.49,0.22,5,655,Yes,0
CUST28286,Individual,30,male,Master,102873,5,RENT,60000,DEBTCONSOLIDATION,13.16,0.1,10,655,Yes,0
CUST28287,Individual,30,male,Associate,94713,9,MORTGAGE,110800,EDUCATION,10.36,0.11,9,655,Yes,0
CUST28288,Corporate,13,Private Limited Company,Large Corporate,95204,10,Pledged Business Asset,60000,Business Expansion,10.18,0.13,10,659,No,0
CUST28289,Individual,28,male,Bachelor,95734,5,MORTGAGE,112000,HOMEIMPROVEMENT,13.16,0.13,5,655,Yes,0
CUST28290,Individual,35,female,High School,96753,9,OWN,115000,PERSONAL,15.99,0.16,9,655,Yes,0
CUST28291,Individual,28,male,Associate,39737,6,RENT,112000,DEBTCONSOLIDATION,7.88,0.3,9,655,No,1
CUST28292,Corporate,28,Partnership,Medium Enterprise,90845,22,Leased Business Premises,112000,Healthcare Business Financing,8.56,0.1,21,660,No,0
CUST28293,Corporate,16,Sole Proprietor Business,Medium Enterprise,102815,10,Mortgaged Commercial Property,175000,Staff Training & Capacity Building,8,0.06,8,671,No,0
CUST28294,Individual,27,female,Bachelor,106677,4,OWN,23500,HOMEIMPROVEMENT,13.57,0.03,8,655,No,0
CUST28295,Individual,28,female,High School,94566,7,MORTGAGE,60000,VENTURE,15.99,0.11,7,655,No,1
CUST28296,Individual,33,male,Associate,44009,11,RENT,112325,MEDICAL,6.54,0.28,10,655,No,1
CUST28297,Individual,28,male,High School,109458,9,MORTGAGE,175000,VENTURE,11.86,0.23,6,655,No,0
CUST28298,Individual,34,male,Bachelor,111454,9,MORTGAGE,116000,HOMEIMPROVEMENT,11.11,0.14,7,655,No,0
CUST28299,Individual,28,male,Associate,111014,4,MORTGAGE,175000,EDUCATION,19.29,0.23,9,655,Yes,0
CUST28300,Individual,31,male,Bachelor,55113,8,RENT,114000,MEDICAL,13.06,0.25,6,655,No,1
CUST28301,Corporate,15,Partnership,Medium Enterprise,120997,11,Mortgaged Commercial Property,116000,Healthcare Business Financing,8.17,0.12,11,697,No,0
CUST28302,Individual,32,female,Associate,37149,11,OWN,117875,HOMEIMPROVEMENT,6.99,0.48,5,655,No,0
CUST28303,Individual,32,male,Bachelor,101522,6,RENT,114400,PERSONAL,11.99,0.14,6,655,No,0
CUST28304,Individual,32,male,Associate,130586,8,MORTGAGE,112000,VENTURE,11.49,0.09,10,655,Yes,0
CUST28305,Individual,27,female,High School,47842,6,RENT,22000,EDUCATION,16.07,0.04,7,655,No,0
CUST28306,Individual,27,female,Associate,100928,5,MORTGAGE,112000,MEDICAL,15.21,0.12,6,655,No,1
CUST28307,Individual,29,male,Master,153247,6,MORTGAGE,174250,PERSONAL,11.36,0.16,8,655,No,0
CUST28308,Corporate,17,Sole Proprietor Business,Medium Enterprise,154580,14,Mortgaged Commercial Property,232000,Business Expansion,9.91,0.13,12,685,No,0
CUST28309,Individual,28,male,Bachelor,155027,5,MORTGAGE,24000,PERSONAL,13.35,0.03,8,655,No,0
CUST28310,Corporate,22,Private Limited Company,Medium Enterprise,67002,20,Leased Business Premises,115000,Healthcare Business Financing,11.67,0.17,24,597,Yes,1
CUST28311,Individual,29,female,High School,158346,3,MORTGAGE,24800,VENTURE,11.71,0.03,9,655,No,0
CUST28312,Corporate,20,Private Limited Company,Medium Enterprise,79036,19,Owned Business Premises,115000,Working Capital,11.15,0.24,18,651,No,0
CUST28313,Corporate,27,Share Company,Small Enterprise,168926,20,Leased Business Premises,60000,Debt Restructuring,8.2,0.17,23,736,No,0
CUST28314,Individual,30,male,High School,134361,8,RENT,115450,VENTURE,10.91,0.11,7,655,No,0
CUST28315,Individual,29,male,Associate,81768,7,MORTGAGE,60000,VENTURE,7.14,0.12,8,655,Yes,0
CUST28316,Individual,31,male,Bachelor,82663,8,RENT,56000,PERSONAL,7.49,0.07,6,655,Yes,0
CUST28317,Individual,29,male,High School,119976,6,MORTGAGE,56000,PERSONAL,10.25,0.05,6,655,Yes,0
CUST28318,Individual,27,male,Bachelor,19892,3,RENT,22800,MEDICAL,10.65,0.14,7,655,No,1
CUST28319,Individual,34,male,High School,316200,11,MORTGAGE,175000,DEBTCONSOLIDATION,16.32,0.08,9,655,No,1
CUST28320,Corporate,12,Private Limited Company,Medium Enterprise,48205,8,Mortgaged Commercial Property,25000,Working Capital,7.54,0.1,9,705,No,0
CUST28321,Corporate,16,Share Company,Micro Enterprise,51488,11,Leased Business Premises,112000,Working Capital,9.87,0.15,9,665,No,0
CUST28322,Corporate,25,Private Limited Company,Small Enterprise,109199,22,Mortgaged Commercial Property,112000,Working Capital,9.31,0.07,25,669,No,0
CUST28323,Individual,28,male,Bachelor,17623,9,OWN,56700,VENTURE,9.63,0.38,8,655,No,1
CUST28324,Individual,29,male,Bachelor,75725,6,MORTGAGE,25000,MEDICAL,11.36,0.07,5,655,No,0
CUST28325,Individual,28,male,Bachelor,37323,9,RENT,60000,VENTURE,10.38,0.27,5,655,No,1
CUST28326,Individual,33,female,Bachelor,91694,9,RENT,170000,MEDICAL,17.58,0.22,8,655,No,1
CUST28327,Individual,30,female,Bachelor,120932,5,RENT,21000,PERSONAL,11.71,0.01,6,655,No,0
CUST28328,Individual,40,male,Master,253004,15,MORTGAGE,170000,EDUCATION,6.17,0.08,17,655,Yes,0
CUST28329,Individual,37,female,High School,130755,14,RENT,170000,HOMEIMPROVEMENT,16.32,0.15,15,655,No,1
CUST28330,Individual,36,female,Master,36229,11,OWN,21250,VENTURE,11.83,0.03,15,655,No,0
CUST28331,Individual,38,male,Associate,27199,16,RENT,22350,DEBTCONSOLIDATION,14.17,0.09,16,655,No,0
CUST28332,Individual,36,female,Associate,47263,13,RENT,22400,PERSONAL,18.39,0.05,12,655,No,0
CUST28333,Individual,42,male,Associate,38119,17,MORTGAGE,57200,VENTURE,11.99,0.19,17,655,No,0
CUST28334,Individual,36,male,Associate,44141,12,MORTGAGE,112000,VENTURE,9.63,0.27,15,655,Yes,0
CUST28335,Individual,36,female,Bachelor,46623,12,RENT,56000,EDUCATION,12.61,0.13,17,655,No,0
CUST28336,Individual,42,male,High School,41293,15,RENT,56000,PERSONAL,16.29,0.15,15,655,No,1
CUST28337,Corporate,23,Partnership,Small Enterprise,54735,22,Owned Business Premises,56000,Staff Training & Capacity Building,8.91,0.19,24,670,No,0
CUST28338,Individual,40,male,Associate,63623,17,MORTGAGE,24000,PERSONAL,11.01,0.06,15,655,No,0
CUST28339,Corporate,30,Share Company,Micro Enterprise,65596,26,Leased Business Premises,25000,Working Capital,7.34,0.07,26,714,No,0
CUST28340,Corporate,24,Private Limited Company,Micro Enterprise,22697,18,Leased Business Premises,58000,Business Expansion,12.31,0.1,22,628,Yes,1
CUST28341,Corporate,29,Private Limited Company,Small Enterprise,37069,23,Owned Business Premises,58000,Debt Restructuring,11.69,0.2,21,594,Yes,1
CUST28342,Individual,47,male,Associate,26387,26,RENT,25000,DEBTCONSOLIDATION,15.99,0.19,16,655,No,1
CUST28343,Individual,36,female,Associate,74143,15,MORTGAGE,60000,DEBTCONSOLIDATION,10.25,0.13,12,655,Yes,0
CUST28344,Corporate,27,Private Limited Company,Large Corporate,87416,26,Pledged Business Asset,60000,Premises Improvement,6,0.04,26,706,No,0
CUST28345,Corporate,21,PLC,Medium Enterprise,76778,20,Owned Business Premises,60000,Premises Improvement,10.26,0.2,22,677,No,0
CUST28346,Corporate,27,Partnership,Medium Enterprise,79085,25,Owned Business Premises,60000,Debt Restructuring,6.62,0.1,24,703,No,0
CUST28347,Corporate,33,Partnership,Small Enterprise,99779,29,Owned Business Premises,176800,Premises Improvement,8.53,0.16,28,651,No,0
CUST28348,Corporate,31,Private Limited Company,Micro Enterprise,120845,24,Leased Business Premises,170000,Business Expansion,9.32,0.11,23,677,No,0
CUST28349,Individual,40,female,Bachelor,144895,19,MORTGAGE,117000,VENTURE,10.51,0.12,15,655,No,0
CUST28350,Corporate,27,Share Company,Medium Enterprise,152033,25,Mortgaged Commercial Property,56000,Business Expansion,8.83,0.11,27,692,No,0
CUST28351,Individual,37,female,High School,961176,12,MORTGAGE,115000,DEBTCONSOLIDATION,11.36,0.02,17,655,Yes,0
CUST28352,Individual,37,female,High School,91197,14,RENT,60000,HOMEIMPROVEMENT,11.01,0.11,17,655,Yes,0
CUST28353,Individual,39,male,High School,67282,18,RENT,174000,HOMEIMPROVEMENT,12.53,0.36,11,655,No,1
CUST28354,Corporate,31,Private Limited Company,Medium Enterprise,57415,26,Leased Business Premises,57500,Healthcare Business Financing,8.14,0.11,30,701,No,0
CUST28355,Individual,38,male,Bachelor,43093,11,RENT,25600,DEBTCONSOLIDATION,11.11,0.13,17,655,Yes,0
CUST28356,Individual,36,female,Associate,38342,13,RENT,56576,EDUCATION,5.68,0.17,11,655,No,0
CUST28357,Corporate,18,Share Company,Small Enterprise,122179,16,Owned Business Premises,112000,Healthcare Business Financing,10.88,0.21,20,595,No,0
CUST28358,Individual,31,female,Master,149811,4,MORTGAGE,173831,DEBTCONSOLIDATION,13.22,0.16,7,655,No,0
CUST28359,Individual,24,female,Associate,56939,3,RENT,58883,VENTURE,13.52,0.16,3,655,Yes,0
CUST28360,Corporate,10,PLC,Micro Enterprise,56256,4,Pledged Business Asset,23988,Working Capital,7.43,0.1,3,709,No,0
CUST28361,Corporate,11,PLC,Small Enterprise,67914,9,Pledged Business Asset,111631,Premises Improvement,7.75,0.14,13,692,No,0
CUST28362,Individual,26,male,High School,186018,1,MORTGAGE,172136,PERSONAL,13.38,0.12,3,655,Yes,0
CUST28363,Individual,26,male,Associate,79035,3,RENT,24800,HOMEIMPROVEMENT,13.68,0.06,2,655,Yes,0
CUST28364,Individual,28,female,High School,139195,2,RENT,22934,HOMEIMPROVEMENT,8.85,0.02,6,655,No,0
CUST28365,Individual,25,female,High School,60927,5,MORTGAGE,56400,VENTURE,8.32,0.11,4,655,No,0
CUST28366,Corporate,16,Partnership,Large Corporate,37993,13,Mortgaged Commercial Property,24932,Business Expansion,8.79,0.1,14,703,No,0
CUST28367,Corporate,20,Private Limited Company,Medium Enterprise,33503,14,Pledged Business Asset,22430,Staff Training & Capacity Building,9.29,0.15,13,647,No,0
CUST28368,Corporate,26,Private Limited Company,Large Corporate,44083,22,Leased Business Premises,114449,Staff Training & Capacity Building,8.1,0.05,25,694,No,0
CUST28369,Individual,27,female,Associate,78889,3,RENT,56000,EDUCATION,15.47,0.08,5,655,Yes,0
CUST28370,Individual,28,male,High School,77789,6,MORTGAGE,23086,EDUCATION,8.62,0.04,6,655,Yes,0
CUST28371,Corporate,25,Private Limited Company,Small Enterprise,72707,18,Leased Business Premises,116000,Staff Training & Capacity Building,6.99,0.11,17,684,No,0
CUST28372,Individual,25,female,High School,59947,0,MORTGAGE,24800,EDUCATION,11.07,0.08,5,655,Yes,0
CUST28373,Corporate,20,Share Company,Micro Enterprise,58254,19,Owned Business Premises,23000,Business Expansion,8.33,0.16,22,682,No,0
CUST28374,Individual,30,female,Bachelor,161768,9,MORTGAGE,25463,VENTURE,11.09,0.03,5,655,No,0
CUST28375,Individual,29,female,Bachelor,67222,5,RENT,114000,EDUCATION,11.51,0.21,6,655,Yes,0
CUST28376,Individual,28,male,Bachelor,133302,3,MORTGAGE,115000,EDUCATION,12.9,0.11,5,655,Yes,0
CUST28377,Individual,32,female,Associate,75405,9,RENT,23000,PERSONAL,7.7,0.04,9,655,Yes,0
CUST28378,Corporate,9,Sole Proprietor Business,Small Enterprise,53032,7,Leased Business Premises,23000,Staff Training & Capacity Building,9.23,0.04,8,642,No,0
CUST28379,Individual,24,male,Bachelor,54519,1,MORTGAGE,56500,DEBTCONSOLIDATION,11.38,0.12,3,655,No,0
CUST28380,Individual,44,male,High School,35697,22,RENT,56849,EDUCATION,8.26,0.19,18,655,No,0
CUST28381,Individual,22,female,High School,29723,0,OWN,57000,MEDICAL,11.9,0.24,3,655,Yes,0
CUST28382,Corporate,25,Share Company,Medium Enterprise,54246,19,Leased Business Premises,23398,Staff Training & Capacity Building,8.35,0.08,17,780,No,0
CUST28383,Corporate,13,Private Limited Company,Medium Enterprise,180937,12,Leased Business Premises,58200,Staff Training & Capacity Building,8.21,0.1,15,680,No,0
CUST28384,Individual,26,male,Associate,37165,4,RENT,58559,EDUCATION,12,0.23,5,655,Yes,0
CUST28385,Individual,37,male,Associate,63498,13,MORTGAGE,56500,HOMEIMPROVEMENT,10.14,0.1,11,655,Yes,0
CUST28386,Individual,23,male,Master,70655,0,RENT,60000,PERSONAL,8.31,0.14,3,655,No,0
CUST28387,Corporate,20,Private Limited Company,Small Enterprise,25126,14,Pledged Business Asset,24000,Healthcare Business Financing,7.57,0.04,13,648,No,0
CUST28388,Corporate,28,Partnership,Large Corporate,36889,27,Leased Business Premises,58875,Healthcare Business Financing,7.78,0.07,31,724,No,0
CUST28389,Individual,23,male,High School,33348,0,RENT,56000,EDUCATION,6.63,0.18,5,655,Yes,0
CUST28390,Individual,25,female,High School,61151,2,MORTGAGE,56000,PERSONAL,8.18,0.1,3,655,No,0
CUST28391,Corporate,19,Sole Proprietor Business,Micro Enterprise,37305,12,Leased Business Premises,60000,Staff Training & Capacity Building,6.37,0.1,10,656,No,0
CUST28392,Individual,25,female,High School,39486,1,RENT,58000,MEDICAL,13.03,0.2,3,655,Yes,0
CUST28393,Corporate,12,Private Limited Company,Micro Enterprise,55104,11,Owned Business Premises,25377,Debt Restructuring,9.15,0.14,9,701,No,0
CUST28394,Individual,24,female,Bachelor,96945,0,MORTGAGE,112000,EDUCATION,13.48,0.12,4,655,Yes,0
CUST28395,Individual,27,male,Master,61068,0,RENT,115000,VENTURE,15.09,0.25,5,655,Yes,0
CUST28396,Individual,42,female,High School,181167,16,MORTGAGE,118393,HOMEIMPROVEMENT,11.01,0.1,17,655,No,0
CUST28397,Individual,24,male,Associate,101615,0,MORTGAGE,60000,DEBTCONSOLIDATION,8.57,0.1,4,655,Yes,0
CUST28398,Individual,26,male,Bachelor,85127,1,MORTGAGE,112000,HOMEIMPROVEMENT,11.29,0.14,4,655,Yes,0
CUST28399,Corporate,23,Private Limited Company,Medium Enterprise,37415,16,Owned Business Premises,23000,Healthcare Business Financing,7.28,0.11,14,660,No,0
CUST28400,Corporate,22,Sole Proprietor Business,Large Corporate,83869,19,Leased Business Premises,170000,Staff Training & Capacity Building,8.24,0.06,18,738,No,0
CUST28401,Corporate,20,PLC,Medium Enterprise,75451,19,Owned Business Premises,115000,Staff Training & Capacity Building,8.21,0.09,22,730,No,0
CUST28402,Individual,22,female,Associate,49881,0,RENT,58254,MEDICAL,7.46,0.17,3,655,Yes,0
CUST28403,Corporate,14,Sole Proprietor Business,Small Enterprise,30890,9,Leased Business Premises,25000,Staff Training & Capacity Building,7.77,0.1,13,664,No,0
CUST28404,Individual,24,male,High School,73130,2,MORTGAGE,57200,DEBTCONSOLIDATION,9.76,0.1,4,655,No,0
CUST28405,Individual,45,female,Associate,131910,24,MORTGAGE,116000,DEBTCONSOLIDATION,6.79,0.12,14,655,No,0
CUST28406,Individual,29,female,Bachelor,60823,6,MORTGAGE,25000,EDUCATION,10.05,0.08,6,655,Yes,0
CUST28407,Individual,24,male,Bachelor,60882,3,RENT,25000,EDUCATION,9.84,0.08,4,655,Yes,0
CUST28408,Individual,23,male,High School,96941,0,MORTGAGE,24957,EDUCATION,13.99,0.05,3,655,No,0
CUST28409,Individual,24,female,High School,61072,0,RENT,113000,MEDICAL,11.85,0.21,3,655,Yes,0
CUST28410,Individual,26,female,Associate,91228,3,RENT,60000,VENTURE,7.18,0.11,4,655,Yes,0
CUST28411,Individual,28,male,High School,51230,4,RENT,23000,DEBTCONSOLIDATION,12.31,0.06,4,655,Yes,0
CUST28412,Individual,23,male,High School,44489,0,RENT,25000,EDUCATION,12.99,0.11,4,655,Yes,0
CUST28413,Individual,34,male,Associate,170142,12,MORTGAGE,60000,PERSONAL,14.58,0.06,12,655,No,0
CUST28414,Individual,28,male,Associate,42846,6,RENT,56000,MEDICAL,11.97,0.14,10,655,No,0
CUST28415,Individual,26,male,Bachelor,61029,6,MORTGAGE,22000,EDUCATION,11,0.03,5,655,No,0
CUST28416,Individual,26,male,Master,31184,3,RENT,21530,PERSONAL,12.76,0.05,2,655,Yes,0
CUST28417,Individual,24,female,High School,54840,0,MORTGAGE,59100,MEDICAL,8.34,0.17,4,655,No,0
CUST28418,Corporate,26,Sole Proprietor Business,Medium Enterprise,102801,24,Mortgaged Commercial Property,115000,Healthcare Business Financing,8.28,0.05,22,677,No,0
CUST28419,Individual,41,male,Associate,118645,18,MORTGAGE,25000,HOMEIMPROVEMENT,11.47,0.04,17,655,No,0
CUST28420,Individual,28,female,Bachelor,72907,4,MORTGAGE,56000,PERSONAL,11.25,0.08,10,655,Yes,0
CUST28421,Corporate,11,Private Limited Company,Micro Enterprise,51678,10,Leased Business Premises,21501,Debt Restructuring,6.27,0.06,10,697,No,0
CUST28422,Individual,25,male,Associate,54373,2,RENT,21500,MEDICAL,11.47,0.03,5,655,No,0
CUST28423,Corporate,21,Partnership,Micro Enterprise,54031,20,Mortgaged Commercial Property,59264,Debt Restructuring,6.79,0.07,20,673,No,0
CUST28424,Individual,23,female,Associate,66711,4,MORTGAGE,60000,EDUCATION,10.99,0.15,4,655,Yes,0
CUST28425,Corporate,6,Private Limited Company,Small Enterprise,84875,5,Mortgaged Commercial Property,60000,Working Capital,8.19,0.09,5,678,No,0
CUST28426,Individual,30,male,Associate,87626,9,MORTGAGE,56000,EDUCATION,9.51,0.07,6,655,Yes,0
CUST28427,Individual,24,male,Associate,85197,0,RENT,113000,PERSONAL,5.56,0.15,4,655,Yes,0
CUST28428,Corporate,25,Private Limited Company,Small Enterprise,205043,20,Owned Business Premises,57315,Business Expansion,8.78,0.13,19,653,No,0
CUST28429,Individual,26,male,Bachelor,98011,2,MORTGAGE,25148,MEDICAL,10.9,0.05,3,655,Yes,0
CUST28430,Corporate,13,PLC,Small Enterprise,57073,12,Mortgaged Commercial Property,58000,Staff Training & Capacity Building,7.62,0.05,12,710,No,0
CUST28431,Individual,46,male,Associate,1741243,22,MORTGAGE,112011,VENTURE,10.42,0.01,18,655,Yes,0
CUST28432,Corporate,25,Partnership,Micro Enterprise,60938,22,Mortgaged Commercial Property,56000,Working Capital,8.03,0.13,20,709,No,0
CUST28433,Individual,27,male,Associate,67944,3,MORTGAGE,24117,EDUCATION,10.53,0.06,7,655,No,0
CUST28434,Individual,28,female,Master,32848,1,RENT,57000,EDUCATION,9.21,0.21,6,655,No,0
CUST28435,Individual,36,female,High School,41953,15,RENT,25000,PERSONAL,10.65,0.12,12,655,No,0
CUST28436,Corporate,24,PLC,Medium Enterprise,72930,17,Mortgaged Commercial Property,60000,Healthcare Business Financing,8.46,0.09,18,677,No,0
CUST28437,Individual,25,male,Bachelor,65652,1,MORTGAGE,59533,PERSONAL,13.57,0.15,3,655,Yes,0
CUST28438,Corporate,21,Private Limited Company,Small Enterprise,70863,17,Owned Business Premises,60000,Working Capital,8.32,0.15,19,707,No,0
CUST28439,Individual,23,female,Associate,91117,0,RENT,58000,DEBTCONSOLIDATION,8.42,0.09,3,655,Yes,0
CUST28440,Corporate,19,Private Limited Company,Micro Enterprise,44066,16,Owned Business Premises,56928,Debt Restructuring,11.48,0.08,17,613,Yes,1
CUST28441,Individual,24,male,High School,89793,0,MORTGAGE,176141,VENTURE,11.01,0.29,2,655,No,1
CUST28442,Corporate,13,Share Company,Medium Enterprise,39527,9,Owned Business Premises,115000,Staff Training & Capacity Building,9.51,0.1,7,635,Yes,1
CUST28443,Corporate,19,PLC,Micro Enterprise,10665,17,Owned Business Premises,21852,Healthcare Business Financing,11.66,0.11,20,629,Yes,1
CUST28444,Corporate,20,Share Company,Micro Enterprise,101687,14,Mortgaged Commercial Property,115000,Debt Restructuring,10.51,0.06,13,552,Yes,1
CUST28445,Corporate,18,Partnership,Small Enterprise,18258,16,Mortgaged Commercial Property,21725,Working Capital,12.36,0.18,14,604,Yes,1
CUST28446,Corporate,18,PLC,Small Enterprise,19021,12,Leased Business Premises,24761,Business Expansion,11.26,0.15,15,608,Yes,1
CUST28447,Individual,30,male,Bachelor,229465,8,MORTGAGE,111426,DEBTCONSOLIDATION,17.19,0.05,9,655,No,1
CUST28448,Individual,23,male,Associate,33199,0,RENT,59193,EDUCATION,11.82,0.28,4,655,No,1
CUST28449,Individual,30,male,High School,36876,6,RENT,23000,DEBTCONSOLIDATION,10.71,0.08,9,655,No,1
CUST28450,Individual,30,male,Associate,44115,6,RENT,58000,PERSONAL,7.63,0.18,8,655,No,1
CUST28451,Individual,25,female,Associate,101683,3,MORTGAGE,25000,DEBTCONSOLIDATION,15.88,0.05,3,655,No,1
CUST28452,Individual,23,male,Bachelor,24438,2,RENT,57772,MEDICAL,14.49,0.32,4,655,No,1
CUST28453,Individual,31,male,Bachelor,92416,9,MORTGAGE,24543,DEBTCONSOLIDATION,17.28,0.05,8,655,No,1
CUST28454,Corporate,20,PLC,Large Corporate,105184,13,Leased Business Premises,170000,Working Capital,10.22,0.09,13,632,Yes,1
CUST28455,Individual,38,female,Associate,28716,15,RENT,60000,PERSONAL,13.42,0.35,16,655,No,1
